Employee_ID,Age,Gender,Department,Job_Role,Monthly_Income,Years_At_Company,Work_Life_Balance,Job_Satisfaction,Overtime,Performance_Rating,Attrition
85900,59,male,human resources,HR Executive,38343.0,23,1,3.0,Yes,1.0,No
37860,21,Male,Operations,HR Executive,30403.0,2,3,2.0,Yes,5.0,No
36542,46,male,Human Resources,Business Analyst,17789.0,29,1,2.0,No,2.0,No
3448,18,F,Finance,Software Engineer,138404.0,8,2,1.0,No,2.0,Yes
63355,30,Female,IT,Accountant,80350.0,32,4,1.0,No,2.0,No
51280,47,female,IT,Accountant,189072.0,19,1,2.0,Yes,1.0,No
76719,37,female,Sales,Team Lead,,19,3,4.0,Yes,2.0,No
16305,18,F,Marketing,Sales Executive,116575.0,12,4,1.0,Yes,2.0,No
15981,34,Female,Sales,Accountant,52398.0,11,2,3.0,Yes,2.0,No
97326,28,Female,human resources,Data Analyst,27674.0,14,4,3.0,No,1.0,No
40883,35,Male,Human Resources,HR Executive,112161.0,9,3,,No,5.0,Yes
92568,60,Male,Human Resources,Team Lead,137891.0,1,2,3.0,Yes,2.0,No
39345,54,M,Operations,Accountant,142091.0,23,2,2.0,Yes,3.0,No
90357,25,M,IT,Software Engineer,65853.0,13,1,,Yes,4.0,No
52159,19,F,Sales,Business Analyst,81670.0,32,4,4.0,No,4.0,Yes
99570,50,Male,Human Resources,HR Executive,122720.0,12,3,4.0,No,1.0,Yes
29542,48,male,Finance,Accountant,114533.0,40,4,2.0,No,4.0,No
69650,30,Male,Admin,Business Analyst,74092.0,3,3,2.0,No,1.0,No
54245,24,M,HR,Manager,152591.0,12,1,3.0,Yes,5.0,No
6519,58,male,IT,Accountant,113153.0,14,4,,No,2.0,No
77467,53,M,HR,Business Analyst,21195.0,9,4,2.0,Yes,2.0,No
90791,20,Male,human resources,HR Executive,192251.0,34,3,3.0,No,2.0,No
3274,47,Female,IT,Sales Executive,115164.0,15,3,3.0,No,2.0,No
19078,29,Male,Finance,HR Executive,192906.0,35,1,1.0,Yes,4.0,No
22844,37,male,Finance,Team Lead,72124.0,10,1,3.0,No,5.0,No
81774,22,Female,Finance,Business Analyst,178091.0,27,1,3.0,No,2.0,No
83422,33,male,human resources,Team Lead,158989.0,35,1,4.0,No,4.0,No
42307,22,M,Human Resources,Accountant,75073.0,18,2,2.0,Yes,5.0,No
17396,60,male,Operations,Business Analyst,,22,2,2.0,No,5.0,No
45417,20,female,Finance,Team Lead,129185.0,6,4,2.0,No,5.0,No
41815,46,F,Admin,Data Analyst,86586.0,10,2,3.0,Yes,1.0,No
56908,49,F,Finance,HR Executive,96190.0,8,4,1.0,No,2.0,No
48883,20,male,IT,Manager,95911.0,0,1,1.0,Yes,4.0,No
13642,54,Female,Operations,Team Lead,119870.0,36,4,3.0,No,3.0,No
89626,58,F,Operations,Data Analyst,87836.0,7,4,2.0,Yes,1.0,No
55729,18,Male,Operations,Recruiter,95058.0,25,2,2.0,No,4.0,No
44463,46,female,Finance,Team Lead,142632.0,37,3,3.0,Yes,1.0,No
97477,42,Male,Admin,Accountant,25381.0,17,2,4.0,No,2.0,No
60010,52,M,Operations,Software Engineer,192065.0,6,3,3.0,No,1.0,No
79398,54,F,Operations,Accountant,176876.0,24,4,2.0,Yes,3.0,Yes
27229,23,M,Sales,HR Executive,83462.0,9,1,3.0,No,1.0,No
44974,21,male,Finance,Sales Executive,53505.0,19,3,3.0,No,2.0,No
62062,57,F,Operations,Accountant,57341.0,37,1,2.0,No,5.0,No
78674,49,male,IT,Accountant,,5,3,2.0,Yes,5.0,No
25621,56,male,Marketing,Accountant,158787.0,15,3,1.0,Yes,3.0,Yes
4407,45,female,Operations,Team Lead,23987.0,13,3,3.0,Yes,2.0,No
15295,40,female,Human Resources,Sales Executive,103447.0,39,3,4.0,Yes,3.0,No
90422,50,Female,human resources,Business Analyst,165432.0,34,2,4.0,No,4.0,No
57049,55,female,Sales,Accountant,93688.0,40,4,3.0,No,3.0,No
20783,25,female,Operations,Business Analyst,98480.0,36,1,2.0,No,5.0,No
16307,48,M,HR,Sales Executive,122461.0,21,2,4.0,Yes,5.0,No
22698,46,M,Human Resources,Software Engineer,114491.0,3,4,3.0,No,1.0,No
82528,52,M,Human Resources,HR Executive,71856.0,16,1,3.0,Yes,3.0,No
72619,18,male,Humann Resources,Business Analyst,183105.0,12,3,4.0,Yes,1.0,Yes
14458,49,male, HR ,Software Engineer,38562.0,17,2,4.0,Yes,4.0,No
72706,57,female,Operations,Business Analyst,29832.0,19,4,2.0,No,1.0,No
5974,45,Male,Marketing,Business Analyst,50945.0,2,4,2.0,Yes,2.0,No
20722,36,male,human resources,Sales Executive,104034.0,24,3,3.0,Yes,1.0,No
21931,56,female,Sales,Manager,183511.0,32,3,2.0,No,3.0,Yes
75093,54,Female,Finance,Data Analyst,145632.0,28,3,2.0,Yes,4.0,No
63894,38,male,Operations,Sales Executive,170516.0,24,1,4.0,Yes,1.0,No
7856,35,M,Sales,Team Lead,188390.0,2,4,1.0,Yes,1.0,No
95262,55,Male,Human Resources,Accountant,95816.0,11,1,2.0,Yes,4.0,No
31907,49,Female,human resources,Manager,31296.0,1,4,1.0,Yes,5.0,No
33492,26,male,Sales,Business Analyst,90026.0,0,3,2.0,Yes,3.0,No
40450,42,M,Marketing,HR Executive,172872.0,23,3,3.0,Yes,3.0,No
7897,49,Male,Marketing,Team Lead,147914.0,11,1,4.0,Yes,4.0,No
41501,45,female,Sales,Software Engineer,121829.0,31,3,3.0,Yes,4.0,No
5430,19,male,Marketing,Software Engineer,127743.0,39,1,3.0,Yes,5.0,Yes
9632,48,Male,Finance,Accountant,55082.0,31,2,1.0,Yes,2.0,No
53285,59,F,Sales,Sales Executive,95990.0,12,2,1.0,No,2.0,No
31730,55,M,Marketing,Recruiter,51046.0,40,3,2.0,No,3.0,No
30172,20,Female,human resources,Sales Executive,121329.0,29,4,2.0,No,5.0,No
78610,46,Male,Admin,Team Lead,87057.0,1,2,3.0,No,2.0,No
52316,38,Male,Finance,Sales Executive,114914.0,35,4,3.0,Yes,3.0,No
83633,31,male,human resources,HR Executive,81688.0,19,4,1.0,No,1.0,No
9542,44,M,Finance,Team Lead,118677.0,37,1,2.0,Yes,2.0,No
43239,28,Male,Admin,Recruiter,135509.0,21,1,3.0,Yes,5.0,No
24812,24,Female,Sales,Manager,126952.0,35,3,3.0,No,5.0,No
10814,40,M,Marketing,Recruiter,,5,2,4.0,No,4.0,No
58906,30,Male,HR,Accountant,192141.0,38,2,2.0,Yes,4.0,Yes
75839,20,female,Sales,Recruiter,118426.0,10,3,1.0,No,3.0,No
78463,50,F,Marketing,Sales Executive,127033.0,23,4,3.0,No,1.0,No
50058,58,Male,Marketing,Sales Executive,95886.0,38,2,3.0,Yes,2.0,No
58195,50,female, HR ,HR Executive,46092.0,11,4,3.0,Yes,5.0,No
7167,21,male,Human Resources,Business Analyst,55349.0,12,3,2.0,Yes,1.0,No
60032,35,F,Marketing,Business Analyst,55634.0,33,2,2.0,No,1.0,No
24489,41,male,Admin,Manager,136208.0,10,4,4.0,Yes,3.0,No
71831,57,F,HR,HR Executive,126611.0,0,4,4.0,No,2.0,No
92516,47,female,Admin,Recruiter,84662.0,3,4,4.0,No,2.0,No
17218,42,Male,Finance,HR Executive,20404.0,30,2,2.0,No,3.0,No
96290,31,female,Operations,Manager,118662.0,4,4,4.0,No,2.0,Yes
67032,33,Female,Sales,Team Lead,130618.0,37,2,1.0,No,3.0,No
62622,24,M,HR,Manager,79129.0,12,3,1.0,Yes,4.0,Yes
71594,56,female,Operations,Recruiter,153612.0,14,4,3.0,Yes,4.0,No
25410,28,M,HR,HR Executive,165474.0,22,3,3.0,No,1.0,No
29959,32,female,IT,Recruiter,105822.0,21,3,3.0,No,3.0,Yes
22347,33,Female,Operations,Data Analyst,158031.0,13,4,2.0,No,2.0,No
20419,42,Female,IT,Recruiter,198911.0,28,1,1.0,Yes,5.0,No
83716,49,F,Finance,Manager,96266.0,32,3,3.0,Yes,2.0,No
45411,23,Female,Admin,HR Executive,24347.0,15,2,1.0,No,1.0,Yes
82522,25,female,Admin,Accountant,51488.0,35,4,1.0,Yes,5.0,No
1214,28,F,Admin,Software Engineer,27885.0,26,4,4.0,Yes,2.0,Yes
49528,56,male,IT,HR Executive,37965.0,25,4,2.0,Yes,1.0,Yes
42167,51,M,Sales,Recruiter,181124.0,10,3,1.0,No,1.0,No
79384,45,F,HR,Business Analyst,196323.0,19,2,3.0,No,3.0,No
90422,54,female,Finance,Accountant,52260.0,11,1,2.0,Yes,1.0,No
66571,23,male,Finance,Recruiter,90516.0,6,2,3.0,Yes,2.0,No
91734,48,female,Operations,Sales Executive,124227.0,12,2,4.0,No,4.0,Yes
55798,45,Female,IT,Business Analyst,131050.0,15,4,1.0,No,3.0,Yes
25844,20,male,Sales,Sales Executive,198657.0,21,2,4.0,No,1.0,No
64117,28,M,Operations,Sales Executive,176148.0,3,1,2.0,No,3.0,No
73897,48,M,Operations,Manager,112565.0,9,4,4.0,No,4.0,No
85081,53,Female,Operations,Sales Executive,74666.0,8,2,1.0,No,2.0,Yes
38974,34,male,Operations,HR Executive,122740.0,11,4,1.0,No,3.0,No
76001,23,F,Finance,Recruiter,188144.0,31,4,4.0,Yes,4.0,Yes
83087,58,Female,Sales,Team Lead,71843.0,27,1,3.0,No,2.0,No
89143,36,male,Admin,Recruiter,30928.0,33,4,3.0,No,2.0,No
45105,38,M,Admin,Software Engineer,47897.0,9,4,4.0,Yes,3.0,No
4877,21,Female,Human Resources,Software Engineer,,30,1,3.0,No,5.0,No
24416,53,male,Marketing,Manager,157610.0,22,2,2.0,No,4.0,No
32569,53,Female,IT,Recruiter,109581.0,11,4,4.0,Yes,2.0,No
30726,53,male,Human Resources,Software Engineer,28948.0,10,3,2.0,Yes,1.0,No
85037,53,Female,Sales,Recruiter,197396.0,21,1,1.0,Yes,3.0,No
94688,29,F,Finance,Sales Executive,112476.0,10,3,4.0,No,2.0,No
83144,56,Male,Admin,HR Executive,176409.0,25,4,3.0,Yes,1.0,No
72057,23,F,Operations,Recruiter,26560.0,22,2,3.0,No,4.0,No
34745,42,Female,human resources,Manager,167305.0,1,1,4.0,Yes,3.0,No
18252,21,male,Finance,Software Engineer,122085.0,9,3,4.0,Yes,1.0,No
83442,33,M,Finance,HR Executive,156981.0,18,2,1.0,Yes,4.0,No
57355,35,M,IT,Software Engineer,182634.0,9,2,4.0,Yes,1.0,No
95899,60,male,Marketing,Business Analyst,67797.0,10,4,4.0,No,5.0,No
93713,19,male,Human Resources,Data Analyst,66077.0,22,4,2.0,No,3.0,No
70706,22,Female,HR,Software Engineer,92153.0,14,2,2.0,No,4.0,No
98636,59,M,Operations,Business Analyst,15044.0,8,3,2.0,No,5.0,No
31401,56,Male,Human Resources,Software Engineer,138631.0,19,3,1.0,No,4.0,No
71714,39,Female,IT,Team Lead,106219.0,4,1,4.0,Yes,4.0,Yes
38799,55,F,human resources,Accountant,179276.0,31,4,3.0,Yes,4.0,Yes
78895,30,Female,HR,Software Engineer,181398.0,8,2,4.0,No,1.0,No
70883,36,F,HR,Business Analyst,173557.0,37,3,1.0,Yes,1.0,No
26571,30,female,Operations,Accountant,148295.0,1,4,4.0,No,4.0,Yes
68772,53,Female,Human Resources,Sales Executive,19474.0,22,1,1.0,No,4.0,No
84352,31,Male,human resources,Recruiter,64243.0,17,1,2.0,Yes,5.0,No
74831,56,Male,Human Resources,Team Lead,59757.0,8,2,2.0,No,1.0,Yes
69687,39,F,human resources,Team Lead,61631.0,38,2,3.0,No,2.0,Yes
32423,25,Male,Finance,Manager,100347.0,14,2,2.0,Yes,1.0,No
84474,59,Female,HR,Data Analyst,125621.0,32,3,4.0,Yes,2.0,No
53186,56,F,IT,Team Lead,134591.0,1,4,1.0,Yes,2.0,No
29436,50,female,Finance,Team Lead,42863.0,21,3,2.0,No,4.0,Yes
75416,32,female,Admin,HR Executive,95548.0,10,4,3.0,No,1.0,Yes
36351,34,Female,IT,Software Engineer,99275.0,34,2,1.0,No,3.0,No
65471,20,male,Finance,Business Analyst,28012.0,39,1,,No,5.0,No
58597,45,M,Operations,Sales Executive,73879.0,21,3,1.0,Yes,2.0,No
57929,53,male,Finance,Business Analyst,63927.0,8,2,1.0,Yes,5.0,Yes
31006,58,M,Admin,HR Executive,33738.0,25,2,2.0,Yes,5.0,No
4529,56,male,HR,Manager,31037.0,39,2,2.0,Yes,1.0,No
92490,44,male,Human Resources,HR Executive,146246.0,15,1,1.0,No,3.0,No
91231,60,F,IT,Accountant,158067.0,21,2,2.0,No,5.0,No
94646,50,female,Finance,Software Engineer,114434.0,37,1,4.0,Yes,2.0,No
83208,29,Female,Sales,Business Analyst,87859.0,19,2,2.0,No,2.0,No
73251,37,Male,IT,Manager,73273.0,3,3,4.0,Yes,5.0,No
34937,39,Female,Sales,Data Analyst,159713.0,39,2,2.0,Yes,2.0,No
16194,25,M,Finance,Recruiter,149908.0,32,2,2.0,Yes,3.0,No
98941,33,F,Operations,Data Analyst,173650.0,3,3,3.0,No,5.0,No
6261,43,F,Sales,HR Executive,169659.0,11,4,2.0,No,1.0,Yes
77262,56,M,Operations,Data Analyst,180463.0,12,2,1.0,No,1.0,No
38058,28,M,IT,Team Lead,36819.0,17,4,3.0,Yes,3.0,No
87243,41,male,human resources,Recruiter,90192.0,24,4,4.0,Yes,5.0,No
47597,47,Female,IT,Data Analyst,126063.0,30,3,3.0,No,3.0,No
3893,60,male,Operations,Team Lead,183728.0,40,2,1.0,No,4.0,No
90021,32,Female,Admin,HR Executive,132269.0,5,1,4.0,No,1.0,No
94792,52,female,Finance,Sales Executive,86975.0,37,4,4.0,No,5.0,Yes
99976,47,Male,human resources,Sales Executive,179495.0,15,2,4.0,No,3.0,No
28579,43,Male,Admin,Team Lead,87897.0,7,1,3.0,No,5.0,No
85889,36,F,human resources,Business Analyst,31104.0,2,4,1.0,Yes,3.0,No
59567,18,female,Marketing,Recruiter,118484.0,20,1,2.0,Yes,4.0,No
25085,24,M,Marketing,Data Analyst,156792.0,5,2,4.0,Yes,4.0,No
1859,55,female,Admin,Data Analyst,132857.0,24,4,3.0,No,5.0,No
72165,19,Female,IT,Manager,182863.0,7,1,4.0,No,3.0,No
4457,42,M,Operations,HR Executive,123925.0,4,3,1.0,No,5.0,Yes
58505,39,male,Finance,Recruiter,146049.0,16,2,2.0,No,1.0,Yes
45249,59,F,human resources,HR Executive,102995.0,20,1,4.0,No,2.0,No
26361,53,male,Sales,Data Analyst,150626.0,3,2,1.0,Yes,2.0,No
78383,21,F,human resources,Accountant,175795.0,27,1,4.0,No,1.0,Yes
86105,24,female,Finance,Sales Executive,120388.0,33,3,3.0,Yes,1.0,No
82813,45,Female,Finance,Sales Executive,81132.0,15,3,3.0,Yes,5.0,No
89619,45,female,Marketing,Data Analyst,117227.0,39,4,2.0,No,1.0,No
25376,48,Male,HR,Manager,184665.0,17,3,4.0,Yes,4.0,No
13127,29,M,human resources,Software Engineer,123754.0,20,3,4.0,No,4.0,No
16329,34,Male,Admin,Accountant,115181.0,36,4,4.0,Yes,4.0,No
8672,49,Male,IT,Recruiter,24991.0,34,3,2.0,No,1.0,Yes
64939,32,Female,IT,Accountant,124829.0,0,1,4.0,Yes,2.0,No
59293,40,female,Operations,HR Executive,87013.0,4,1,4.0,No,3.0,No
62722,58,M,human resources,Manager,45661.0,10,4,3.0,Yes,1.0,No
4803,47,F,Finance,Team Lead,104062.0,8,4,3.0,No,2.0,No
87149,53,F,human resources,HR Executive,149773.0,40,1,1.0,Yes,5.0,No
40093,28,Female,Human Resources,Software Engineer,78584.0,33,3,1.0,No,4.0,No
30933,45,male,Operations,Recruiter,122453.0,22,1,2.0,No,5.0,No
53829,23,Male,human resources,Accountant,109876.0,22,2,2.0,No,3.0,No
12611,29,female,Sales,Manager,152054.0,33,4,1.0,No,2.0,No
23964,47,Female,IT,Software Engineer,115298.0,23,4,4.0,Yes,4.0,No
59060,20,male,Sales,Recruiter,197703.0,37,3,,No,3.0,No
86891,44,male,Operations,Recruiter,95290.0,27,2,1.0,No,2.0,No
47070,19,F,Finance,Manager,131765.0,40,3,2.0,No,5.0,No
68417,58,F,Sales,Accountant,67563.0,5,3,4.0,Yes,3.0,No
37014,26,Female,Operations,Sales Executive,51952.0,14,1,4.0,Yes,5.0,No
20161,53,Female,Admin,HR Executive,88179.0,13,1,1.0,No,4.0,Yes
29820,55,M,Operations,Manager,186634.0,34,2,,No,1.0,No
97350,27,F,HR,Team Lead,129432.0,13,3,2.0,No,2.0,No
1021,22,M,Operations,Data Analyst,122549.0,14,1,3.0,Yes,5.0,No
46844,36,Female,Sales,Recruiter,70656.0,28,4,2.0,No,2.0,No
85863,30,Female,Human Resources,Manager,62083.0,36,2,1.0,No,2.0,No
71176,23,Male,HR,Sales Executive,143238.0,27,3,4.0,No,,No
36998,26,M,HR,Recruiter,121587.0,29,3,4.0,No,1.0,No
4076,52,Male,Marketing,Manager,188340.0,10,3,2.0,Yes,1.0,Yes
18108,42,male,human resources,Recruiter,56057.0,20,4,4.0,Yes,5.0,No
96324,43,F,Admin,Team Lead,187419.0,3,1,3.0,Yes,5.0,No
60494,28,Male,Sales,Accountant,35924.0,36,4,3.0,No,1.0,No
13362,38,Female,Admin,Accountant,,22,4,2.0,Yes,5.0,Yes
11776,28,M,IT,Team Lead,143403.0,27,1,3.0,Yes,2.0,No
90309,43,Male,human resources,Sales Executive,83063.0,25,3,4.0,No,5.0,Yes
48760,53,F,human resources,Sales Executive,26625.0,23,3,,Yes,1.0,No
92836,54,male,Admin,Recruiter,128583.0,1,2,1.0,No,4.0,No
40161,42,Female,Marketing,HR Executive,71766.0,27,3,3.0,Yes,4.0,No
15129,24,male,Operations,HR Executive,41421.0,10,3,3.0,Yes,1.0,No
34302,50,Male,Operations,Software Engineer,125688.0,17,3,1.0,No,5.0,Yes
18628,48,Male,Marketing,Accountant,127415.0,19,3,2.0,No,3.0,No
37657,46,F,Finance,Sales Executive,126216.0,0,2,1.0,No,5.0,No
85675,46,M,Sales,Recruiter,109716.0,27,1,2.0,No,3.0,Yes
44672,58,male,Human Resources,Data Analyst,124596.0,18,3,1.0,No,2.0,Yes
49763,30,male,human resources,HR Executive,118498.0,18,2,4.0,Yes,2.0,No
85668,53,M,Admin,Data Analyst,161167.0,9,2,1.0,No,1.0,No
1103,27,F,Sales,Accountant,180250.0,7,2,3.0,No,1.0,Yes
25774,49,female,Admin,Business Analyst,172240.0,0,3,4.0,Yes,1.0,No
27640,42,F,IT,Software Engineer,33298.0,23,3,4.0,Yes,2.0,Yes
57154,20,female,Sales,Team Lead,105098.0,8,2,4.0,Yes,2.0,No
91965,45,Male,Human Resources,Data Analyst,55075.0,39,3,2.0,No,2.0,No
35741,52,F,Finance,Data Analyst,173402.0,25,4,4.0,No,3.0,Yes
18468,53,M,IT,HR Executive,32538.0,34,2,2.0,Yes,2.0,No
15038,35,Male,Sales,Business Analyst,179131.0,13,1,1.0,Yes,5.0,No
76313,18,F,Marketing,Business Analyst,103761.0,18,1,,No,1.0,No
71738,38,Male,HR,HR Executive,64680.0,3,1,4.0,Yes,2.0,No
64666,58,female,Admin,HR Executive,83310.0,7,2,4.0,No,5.0,No
12249,49,female,human resources,Software Engineer,35263.0,32,1,2.0,No,5.0,No
10053,56,Female,HR,Software Engineer,197518.0,8,1,1.0,Yes,3.0,No
31253,27,female,Marketing,Sales Executive,134596.0,36,4,4.0,No,4.0,No
88613,24,Male,Admin,HR Executive,62394.0,24,3,4.0,No,4.0,No
93837,22,female,IT,Manager,,25,1,3.0,Yes,5.0,Yes
94326,23,M,human resources,Business Analyst,177790.0,19,1,2.0,Yes,1.0,No
72451,22,M,Human Resources,Accountant,65733.0,10,2,1.0,Yes,5.0,No
81832,33,male,Sales,Business Analyst,194547.0,19,2,1.0,Yes,1.0,No
62463,32,F,Sales,Manager,194198.0,17,3,2.0,No,1.0,No
25923,43,Male,Operations,Software Engineer,140239.0,7,4,1.0,No,5.0,No
63423,37,M,human resources,Recruiter,143249.0,11,4,2.0,No,3.0,No
65457,26,male,IT,Software Engineer,107813.0,1,2,1.0,No,5.0,No
66692,37,M,Admin,Business Analyst,32046.0,38,1,2.0,No,1.0,No
13458,59,M,human resources,Sales Executive,101606.0,22,3,2.0,Yes,3.0,No
87083,40,M,Finance,Manager,163828.0,33,3,,Yes,5.0,No
4081,55,F,human resources,Manager,111472.0,20,2,4.0,No,5.0,No
54446,50,F,Operations,Data Analyst,29943.0,36,2,3.0,Yes,1.0,No
20388,41,M,Admin,Accountant,65884.0,21,2,1.0,Yes,2.0,No
28434,35,Male,HR,Data Analyst,20793.0,17,2,4.0,No,4.0,No
43791,24,female,HR,Business Analyst,130588.0,32,2,1.0,No,3.0,No
14802,28,female,Sales,Recruiter,196833.0,0,1,4.0,No,1.0,No
